Name,Latitude,Longitude,Floors,Floors Source,Stores,Dynamic Stores,Store Names,Stores Source,Opening year,Area,Area Source,Owner,Shape,Wikipedia Link
Downtown East,1.3768,103.9550,5,"https://www.downtowneast.com.sg/experience/shops?cats=&props=f1aa586b-f5c2-43ca-b1ae-55f24605974f,78e78dab-a779-4170-a728-6d01d288b20e,c1eb95ed-f1af-452f-99f6-54895c8c4847,88315646-8c13-4582-a884-ae84c7f6708b,b810ea3e-2b4b-4444-adcb-1ce1bd73fc02,c69f82b0-e29f-467c-8cc3-87d567f4cde0,8e72bc55-2aaa-4934-bfc5-ead7414cdd24&fls=",134,129,"7-Eleven; Convenience Store & Supermarket; E!Avenue, 01-344A; A Spoonful Of Sugar; Food & Beverage; E!Hub, 01-K106; Absolute Massage; Beauty & Health And Optical; E!Avenue, 02-313; Achievers Arts; Education & Enrichment; E!Hub, 03-102; Airzone (Opening Soon); Leisure & Entertainment; E!Hub, 05-102; Andes By Astons; Food & Beverage; E!Avenue, 02-325; Anytime Fitness; Beauty & Health And Optical; E!Hub, 05-105; Berries World of Learning School; Education & Enrichment; E!Hub, 03-111; BLT Fresh; Food & Beverage; E!Avenue, 02-K1; Boost Juice Bars; Food & Beverage; E!Hub, 02-116; Bossini; Fashion & Accessories; E!Avenue, 01-316; Caelum Junior; Education & Enrichment; E!Avenue, 02-314; Candy House; Food & Beverage; E!Avenue, 02-308; Cathay Cineplexes; Leisure & Entertainment; 04-106 to 04-108; Cheers; Convenience Store & Supermarket; E!Avenue, 01-336; Chong Qing Xiao Mu Deng Traditional Hotpot; Food & Beverage; E!Hub, 02-125; Clippers Barber Shop; Beauty & Health And Optical, General Services; E!Hub, 02-124; Colosseum; Leisure & Entertainment; E!Avenue, 02-341; Convallaria; Books & Gifts And Lifestyle; ; Cow Play Cow Moo; Leisure & Entertainment; E!Hub, 04-102 to 04-109; CRAVE; Food & Beverage; E!Hub, 01-K105; Cristofori Music School; Education & Enrichment; E!Hub, 03-110; Cue Guru; Leisure & Entertainment; 02-338 to 02-342; D'Penyetz; Food & Beverage; E!Hub, 02-110; DAISO Japan; Books & Gifts And Lifestyle; E!Hub, 01-102; Dancepointe Academy; Education & Enrichment; E!Avenue, 02-311 to 02-312; Ding Guo Guo Hot Pot; Food & Beverage; E!Avenue, 02-303; Don Don Donki (Opening Soon); Books & Gifts And Lifestyle; E!Avenue, 01-339; Each- A- Cup; Food & Beverage; E!Avenue, 02-K2; Edu Builder Learning; Education & Enrichment; E!Hub, 03-105; Eighteen Chefs; Food & Beverage; E!Avenue, 02-330 to 02-331; Elm Tree; Books & Gifts And Lifestyle; E!Hub, 03-103; Emicakes; Food & Beverage; E!Hub, 02-118; Excel Dental; Beauty & Health And Optical; E!Avenue, 02-309 to 02-310; Eyes 2 Eyes; Beauty & Health And Optical; E!Avenue, 02-114; F45 Singapore; Beauty & Health And Optical; E!Avenue, 02-343; Forest4 Darts Café; Food & Beverage, Leisure & Entertainment; E!Avenue, 01-313; Founder Bak Kut Teh; Food & Beverage; E!Avenue, 01-310; Fragrant Garden; Food & Beverage; E!Avenue, 02-318 to 02-320; Gadget Mix; Electronics & Telecommunication; E!Avenue, 01-308; Gaku Sushi Bar; Food & Beverage; E!Avenue, 02-304; HaveFun Karaoke; Leisure & Entertainment; E!Avenue, 01-311 to 01-312; Health Matters; Beauty & Health And Optical; E!Avenue, 02-309 to 02-310; Hei Sushi; Food & Beverage; E!Avenue, 02-334; Hi Roller; Leisure & Entertainment; E!Hub, 05-103 to 05-104; IUIGA; Books & Gifts And Lifestyle; E!Avenue, 01-314; Japan Home; Books & Gifts And Lifestyle; E!Avenue, 02-329; JENSWORLD BALLOON; Books & Gifts And Lifestyle; E!Avenue, 01-K1; Jus Shine Car Grooming; General Services; E!Hub, 03-116; Just Acia; Food & Beverage; E!Avenue, 02-337; Kcuts Family; Beauty & Health And Optical; E!Hub, 03-104; KFC; Food & Beverage; E!Avenue, 01-337; Kiddie Winkie; Fashion & Accessories; E!Avenue, 02-K13; Killiney Kopitiam; Food & Beverage; E!Avenue, 02-336; King of Prawn Noodles; Food & Beverage; E!Hub, 01-106; Kofuku Ramen & Don; Food & Beverage; E!Hub, 01-K104; KOI THÉ; Food & Beverage; E!Avenue, 01-341; Krumbz N Kraves; Food & Beverage; E!Avenue, 02-K11; Kung Fu Tea; Food & Beverage; E!Hub, 01-K103; Laundry Loft; General Services; E!Hub, 02-103; LiHO TEA; Food & Beverage; E!Hub, 02-101; Little One Wardrobe; Books & Gifts And Lifestyle; ; Magic Wok Family Restaurant; Food & Beverage; E!Hub, 03-101; Makers' Market; Books & Gifts And Lifestyle; E!Avenue, 01-306; Melben Seafood Restaurant; Food & Beverage; E!Avenue, 01-302 to 01-303; Miko Concepts; Fashion & Accessories; E!Avenue, 01-326 to 01-327; Ministry of Burgers; Food & Beverage; E!Hub, 01-K101; Mr Chicken Rice; Food & Beverage; E!Hub, 01-109; MR D.I.Y.; Books & Gifts And Lifestyle; E!Hub, 01-103; Mukshidonna; Food & Beverage; E!Avenue, 02-324; My English School; Education & Enrichment; E!Hub, 03-106; N8 Hair Studio; Beauty & Health And Optical; E!Avenue, 01-328; Nanyang Optical; Beauty & Health And Optical; E! Avenue, 01-330; New Generation Collection; Fashion & Accessories; E!Avenue, 01-332; NTUC Fairprice; Convenience Store & Supermarket; E!Hub, 02-127; Oasis Nails Spa; Beauty & Health And Optical; E!Avenue, 01-329; OBAR Live House; Food & Beverage; E!Avenue, 01-301; Ola Beach Club; Food & Beverage; Wild Wild Wet, 01-344; OMOOMODON; Food & Beverage; E!Avenue, 02-321; Pasta Mania; Food & Beverage; E!Hub, 02-125; Peniwern; Fashion & Accessories; E!Avenue, 02-326; Pizza Hut; Food & Beverage; E!Avenue, 01-342; Pramwash (Opening Soon); General Services; ; PrimaDéli; Food & Beverage; E!Avenue, 02-K3&K4; Rainforest Cafe; Food & Beverage; ; REDMAN by Phoon Huat; Books & Gifts And Lifestyle, Convenience Store & Supermarket; E!Hub, 01-101; Sakon Thai; Food & Beverage; E!Hub, 01-108; Satay Club by Asli Village; Food & Beverage; E!Avenue, 02-333; Segar Restaurant; Food & Beverage; E!Avenue, 02-322; Seriously Addictive Mathematics; Education & Enrichment; E!Avenue, 02-306 to 02-307; Siam Square Mookata; Food & Beverage; E!Hub, 02-126; Singtel Exclusive Retailer; Electronics & Telecommunication; E!Avenue, 01-331; Smiley World Train; Leisure & Entertainment; ; Soon Soon Soon Wanton Noodles; Food & Beverage; E!Hub, 02-109; Spartans Boxing Club; Beauty & Health And Optical; E!Hub, 05-101; Starbucks; Food & Beverage; E!Avenue, 02-332; Sun Paradise; Fashion & Accessories; E!Avenue, 01-343; Swensen's; Food & Beverage; E!Hub, 02-121 to 02-122; Takagi Ramen; Food & Beverage; E!Avenue, 02-316; Taste Good; Food & Beverage; E!Hub, 01-107; Tayo Station; Leisure & Entertainment; E!Hub, 03-112; Tea Valley; Food & Beverage; E!Avenue, 01-340; Teo Heng KTV Studio; Leisure & Entertainment; E!Avenue, 01-304 to 01-305; The Banana Leaf Apolo; Food & Beverage; E!Avenue, 01-309; The Basil Inn; Food & Beverage; E!Avenue, 02-335; The Blues; Fashion & Accessories; E!Avenue, 01-317; The Coffee Bean & Tea Leaf; Food & Beverage; E!Hub, 02-106; The Green Party; Books & Gifts And Lifestyle; E!Avenue, 02-315; The Little Skool-House; Education & Enrichment; E!Hub, 03-113; The Pieces; Fashion & Accessories; E!Avenue, 02-K7&K8; The Provision Market; Books & Gifts And Lifestyle; ; The Tree Café & Restaurant; Food & Beverage; E!Hub, 03-109; TheJellyHearts; Food & Beverage; E!Hub, 02-111; Threeppy by Daiso Japan; Books & Gifts And Lifestyle; E!Hub, 01-102; TOT Trophy & Art Gallery; Books & Gifts And Lifestyle; E!Hub, 03-108; Tots Play; Leisure & Entertainment; E!Hub, 01-104; Twelve Cupcakes; Food & Beverage; E!Avenue, 02-K12; Uniqlo; Fashion & Accessories; E!Avenue, 01-318 to 01-335; Upwall Climbing; Leisure & Entertainment; E!Hub, 01-105; WATAMI Japanese Dining; Food & Beverage; E!Hub, 02-104 to 02-105; Whimsy; Leisure & Entertainment; E!Hub, 04-104; Wild Wild Wet; Leisure & Entertainment; ; Xi Men Jie; Food & Beverage; E!Hub, 02-114; Ya Kun Kaya Toast; Food & Beverage; E!Hub, 02-107 to 02-108; Yam's Kitchen; Food & Beverage; E!Hub, 04-101; Yishion; Fashion & Accessories; E!Avenue, 01-315; Yumen Hut (E!Avenue); Food & Beverage; E!Avenue, 02-323; Yumen Hut (E!Hub); Food & Beverage; E!Hub, 02-112; Zhi i-Brow Nail Spa & Beauty House; Beauty & Health And Optical; E!Hub, 03-107",https://singmalls.app/en/malls/downtown-east/directory,2000,130000,https://fct.frasersproperty.com/newsroom/20140512_175650_J69U_EQ6ASZLFT5NIS5LM.3.pdf,,,https://en.wikipedia.org//wiki/NTUC_Downtown_East
Oasis Terraces,1.4028,103.9132,6,https://oasisterraces.sg/,45,,,https://oasisterraces.sg/,2018,193750,https://en.wikipedia.org//wiki/Oasis_Terraces,HDB,,https://en.wikipedia.org//wiki/Oasis_Terraces
One Fullerton,1.2860,103.8540,2,https://thefullertonheritage.com/dining-shopping/one-fullerton,14,,,https://thefullertonheritage.com/dining-shopping/one-fullerton,1997,60314,https://www.gorillaspace.sg/singapore/office-building/one-fullerton,,,
One Holland Village,1.3111,103.7940,,https://www.onehollandvillage.com.sg/en/shops,22,,,https://www.onehollandvillage.com.sg/en/shops,2022,81500,https://pdf.savills.asia/asia-pacific-research/singapore-research/singapore-retail/singapore-retail-briefing-q1-2020.pdf,,,"https://en.wikipedia.org//wiki/Holland_Village,_Singapore"
One Raffles Place,1.2842,103.8511,6,https://www.onerafflesplace.com.sg/shopping/Store,84,0.3333333333,,https://singmalls.app/en/malls/one-raffles-place/directory,1985,100000,https://www.edgeprop.sg/property-news/one-raffles-place-undergo-asset-enhancement-mid-2018,,,
One-north,1.3033,103.7891,,,,,,,,,,,,https://en.wikipedia.org//wiki/One-north#The_Star_Vista
Orchard Central,1.3006,103.8399,13,https://www.fareastmalls.com.sg/orchard-central/-/media/Project/RBG/shared/Fact-Sheets/Mall-Factsheet_Orchard-Central_Final.pdf,78,77,"+SERV; Services & Others; 04-08A; 10 SQUARE @ ORCHARD CENTRAL; Services & Others; 10-01; 99 PERCENT HAIR STUDIO; Hair / Beauty / Wellness; 04-10; ABSOLUTE WELLNESS; Hair / Beauty / Wellness; 03-20; ABURI-EN; Food & Beverage, Restaurants; 01-16; ARMOURUP ASIA; Sports & Fitness; 06-23; ASSEMBLE; Fashion & Accessories; 04-04; BABY WOW; Fashion & Accessories; 03-26; BAN HENG @ ORCHARD CENTRAL; Food & Beverage, Restaurants; 11-01; BSAB; Books / Gifts & Novelties; 03-26A; CAFE MOROZOFF; Food & Beverage, Cafes & Desserts; 01-17; CAFE ONE O; Food & Beverage, Cafes & Desserts; 10-01; CERAMIQUE AESTHETICS; Hair / Beauty / Wellness; 03-13; CHUN YANG; Food & Beverage, Light Bites & Food Kiosks; 02-25; CYL SCALP LAB SOLUTIONS; Hair / Beauty / Wellness; 04-12; DA LONG YI HOTPOT; Food & Beverage, Restaurants; 08-08; DANCING CRAB; Food & Beverage, Restaurants; 07-15; DATSUMO LABO; Hair / Beauty / Wellness; 04-16; DESIGUAL; Fashion & Accessories; 01-11; DO MY HAIR; Hair / Beauty / Wellness; 04-13; DON DON DONKI; Supermarket; ; DR HAACH; Hair / Beauty / Wellness; 03-22; DR. LASH; Hair / Beauty / Wellness; 04-21; DR. STRETCH; Sports & Fitness; 06-19; EVOLVE MMA; Sports & Fitness; 06-01; EYE LASH SALON VIVI FROM JAPAN; Hair / Beauty / Wellness; 03-21; FACE + BY YAMANO; Hair / Beauty / Wellness; 04-02; FILA FUSION; Sports & Fitness; 01-05; GADGET MIX; Books / Gifts & Novelties; B1-K2; GANGNAM STORY; Food & Beverage, Restaurants; 08-04; GENKI SUSHI; Food & Beverage, Restaurants; 04-30; GRAIN ALLEY; Food & Beverage, Cafes & Desserts; 01-09; HAACH; Hair / Beauty / Wellness; 03-10; HENRI CHARPENTIER; Food & Beverage, Cafes & Desserts; 01-18; HOKKAIDO MARCHE; Food & Beverage, Restaurants; B2-11; HOM YOGA; Sports & Fitness; 06-13; JOIE BY DOZO; Food & Beverage, Restaurants; 12-01; JX YOUNG; Books / Gifts & Novelties; 05-40; K. COOK KOREAN BBQ BUFFET; Food & Beverage, Restaurants; 07-01; K.STAR; Services & Others; 05-29; KISEKI JAPANESE BUFFET RESTAURANT; Food & Beverage, Restaurants; 08-01; KUKO Beauty; Hair / Beauty / Wellness; 03-12; KUMOYA; Food & Beverage, Restaurants; 04-08; Lady M® NEW YORK; Food & Beverage, Cafes & Desserts; 02-07; LIMMY'S AESTHETICS; Hair / Beauty / Wellness; 03-18; MACCHA HOUSE; Food & Beverage, Restaurants; B1-44; MELONE; Fashion & Accessories; 04-25; MMA IN STYLE; Sports & Fitness; 06-24; MORGANFIELD'S (BAR MF); Food & Beverage, Restaurants; 11-04; NANTSUTTEI; Food & Beverage, Restaurants; 07-13; NIKS MAPLE LASER CLINIC AND NIKS SHOP SALON; Hair / Beauty / Wellness; 05-34; OLSON STUDIO; Hair / Beauty / Wellness; 03-09; OOTOYA JAPANESE RESTAURANT; Food & Beverage, Restaurants; 08-12; ORGANIC HAIR PROFESSIONAL; Hair / Beauty / Wellness; 03-15; ORIGINAILZ; Hair / Beauty / Wellness; 03-19; PUNK CANDY; Books / Gifts & Novelties; B1-K5; REAL FOOD; Food & Beverage, Restaurants; 02-17; REEBOK; Sports & Fitness; 01-06; SANDBOX; Services & Others; 05-31; SHABU SAI; Food & Beverage, Restaurants; 08-09; SHI LI FANG; Food & Beverage, Restaurants; 07-10; SUBLIME HAIRDRESSING; Hair / Beauty / Wellness; 05-32; TANUKI RAW; Food & Beverage, Restaurants; 04-01; TAPAS CLUB; Food & Beverage, Restaurants; 02-15; THE COFFEE BEAN & TEA LEAF; Food & Beverage, Cafes & Desserts; 01-26; TOKYU HANDS; Books / Gifts & Novelties; B1-07; TON AMUSEMENT; Services & Others; 05-43; TOP BEAUTY & NAIL; Hair / Beauty / Wellness; 05-36; TPG; Services & Others; 04-28; TUNG LOK SEAFOOD RESTAURANT; Food & Beverage, Restaurants; 11-05; TUNG LOK XIHE PEKING DUCK; Food & Beverage, Restaurants; 07-07; UFIT CLINIC; Sports & Fitness; 06-11; UNDER ARMOUR; Sports & Fitness; 01-07; UNIQLO; Fashion & Accessories; 01-01; VOMAJOR; Fashion & Accessories; 02-09; WAX FACTOR; Hair / Beauty / Wellness; 04-18; ZOFF; Jewellery / Watches / Optical; B1-02",https://singmalls.app/en/malls/orchard-central/directory,2009,258912,https://www.fareastmalls.com.sg/orchard-central/-/media/Project/RBG/shared/Fact-Sheets/Mall-Factsheet_Orchard-Central_Final.pdf,Far East Malls,,https://en.wikipedia.org//wiki/Orchard_Central
Orchard Gateway,1.3005,103.8394,6,https://orchardgateway.sg/directory,114,,,https://orchardgateway.sg/directory,2014,170000,https://www.asiaone.com/business/spore-magnet-retail-brands,,,https://en.wikipedia.org//wiki/Orchard_Gateway
Orchard Plaza,1.3013,103.8412,,,,,,,,,,,,
Orchard Shopping Centre,1.3015,103.8379,,,,,,,,,,,,
Our Tampines Hub,1.3531,103.9405,7,https://www.sgvue.com/building-directory/singapore-528523-tampines-walk-our-tampines-hub,122,,,https://www.sgvue.com/building-directory/singapore-528523-tampines-walk-our-tampines-hub,2017,300000,http://qrcgcustomers.s3-eu-west-1.amazonaws.com/account3444219/4228001_1.pdf?0.14719489794619478,,,https://en.wikipedia.org//wiki/Our_Tampines_Hub
Palais Renaissance,1.3067,103.8296,,,,,,,,,,,,https://en.wikipedia.org//wiki/Palais_Renaissance
Parkway Parade,1.3013,103.9052,7,https://www.parkwayparade.com.sg/about-us/,251,0.3333333333,,https://singmalls.app/en/malls/parkway-parade/directory,1983,576000,https://fct.frasersproperty.com/newsroom/20140512_175650_J69U_EQ6ASZLFT5NIS5LM.3.pdf,,,https://en.wikipedia.org//wiki/Parkway_Parade
Paya Lebar Quarter,1.3175,103.8928,7,https://www.cushmanwakefield.com/-/media/cw/global/insights/global-cities-retail-guide/apac/singapore_retailguide.pdf?rev=c428387db8d2499a9cbcd1541452d68d,191,,,https://www.payalebarquarter.com/directory/mall/,2019,340000,https://www.cushmanwakefield.com/-/media/cw/global/insights/global-cities-retail-guide/apac/singapore_retailguide.pdf?rev=c428387db8d2499a9cbcd1541452d68d,,,
Paya Lebar Square,1.3188,103.8926,3,https://payalebarsquare.sg/store-directory/page/7/,106,,,https://payalebarsquare.sg/store-directory/page/7/,2011,95475,https://www.lkhs.com.sg/portfolio-item/paya-lebar-square/,,,
Peninsula Plaza,1.2923,103.8508,,,,,,,1979,409028,https://www.roots.gov.sg/places/places-landing/Places/surveyed-sites/Peninsula-Plaza,,,
People's Park Centre,1.2858,103.8439,,,,,,,1973,,,,,https://en.wikipedia.org//wiki/People%27s_Park_Centre
People's Park Complex,1.2841,103.8422,4,http://peoplesparkcomplex.com/directory.html,214,,,http://peoplesparkcomplex.com/directory.html,,845000,,,,https://en.wikipedia.org//wiki/People%27s_Park_Complex
Pioneer Mall,1.3419,103.6974,4,https://www.commercialguru.com.sg/project/pioneer-mall-19998,30,,,https://www.streetdirectory.com/asia_travel/travel/travel_id_6871/travel_site_115698/overview/,2004,,,HDB,,https://en.wikipedia.org//wiki/Pioneer_Mall
Plaza Singapura,1.3003,103.8451,9,https://map.capitaland.com/wayfind.jsp?mall=plazasingapura&id=t-4fingerscrispychicken-plazasingapura,303,0.3333333333,,https://singmalls.app/en/malls/plaza-singapura/directory,1974,619023,https://www.cict.com.sg/integrated-development/plaza-singapura-orchard-atrium.html,CapitaLand,,https://en.wikipedia.org//wiki/Plaza_Singapura
PoMo,1.3002,103.8492,,,,,,,,,,,,
Punggol Plaza,1.3942,103.9130,6,http://www.punggol.com/punggol-plaza-mall.html,56,,,http://www.punggol.com/punggol-plaza-mall.html,2004,370000,https://eclaunch.com/waterwoods/unique-selling-points/,HDB,,https://en.wikipedia.org//wiki/Punggol_Plaza
Queensway Shopping Centre,1.2875,103.8036,4,https://blog.icompareloan.com/queensway-shopping-centre-retail-space/,138,139,Athletes Domain; A Z Optics Centre; Astro-Cycle / Luwingo Trading; ABC Gifts & Souvenirs Centre; ABC Engraving Service; Alpha Plus Gifts & Souvenirs Pte Ltd; Alternative Sports; Aki’s Bazaar; Anytime Fitness; Assistco Construction (The In-Things); Bonkers Link; Backpackers Gallery; Bowling Is Fun!; Building Engineering Consultants; Benz Tailor; Babolat; Cider-bration LLCBM Parking Pte Ltd; Chau Beng Sports;  Converse (Atlantic Sports Pte Ltd);  Converse (Tian & Brothers Trading); Creative Arts Centre; Carlton Trading Co (Pte) Ltd; Da’ Cave; Digital Lock : The Keyless Solution; Dream Claw; Eye Essentials; EL Playtee Printing; Eyecare Optic; Eillie Shoes Co; Everlast; Fuze (Sports Fashion Pte Ltd); Fancy Pin; Fortune Jeans Centre; Foot Inn Health Act; Frank’s Artisan Leathersmith; Gala Sports; Glimpse; Gold Disc Musical Instrument Enterprise; Golden City Clock & Watch Dealers; Great Eastern Cosmetics Co.; Haversack.com; Hello Sports (S) Pte Ltd; Haute Closet; Hei Lun Shi Tang 黑轮食堂; Healthy Mind Wellness Centre; Helicopter Smartfly; Hobbies U1; iRun; IFocus Eyewear; In.Style; Imu;  JR Eagle Sportswear;  Just Hair Cuts; Joy Music Studio; Kinchos Navisign Pte Ltd; Kaka Shoes; Lee Meng Optical Co; Lee Hwa Mobile Exclusive; Levi’s Store; Limited Edt; Liminal Pte Ltd; LE Underground; Lure Men’s Collection;  Look@Me Eyewear; Lucky Garment Alteration Centre; Liho Tea; Maybank (Backroom Office); McDonald’s; Mahabub Dept Store; Meng Meng Alteration Centre; Management Corporation Strata Title No. 572; Men’s Choice Collezione; Morning Star Watch Repair & Service Centre; Mr Trendy Collection; My Sports Centre Therapy; MattDe Barber Shoppe; Mama Hajjah Amrah Cafe Bakery; Mathmatico; N Zone Sports;  Naseera Sports; Newlink Sports; Nur Mohd Styling Barbershop; Optics Today; Optique Zone & Contact Lens Centre; Orijean Leasurewear; Okiemedia; Our Daily Tees; Pindemic; Printag Corporation (S) Pte. Ltd.; Patrick Dezign; Queens Printing Pte. Ltd.; Queensway Printing Pte. Ltd.; Queensway Lau Tan Tutu Kueh; Queensway Warehouse Sale; Red Cat Fashion;  Red Thunder;  Rising Shoe Shop; Rhythm8Heritage;  S S Sports;  Sadat Store; Seng Li Optometrists; Sah Sports Centre;  Saleh Enterprises; Sports N More; Shekinah Assembly of God; Sinma Optical Co Pte Ltd; Sports World; Sports Finesse; Sports Report;  Stealth Entertainment; Sports Profile; Shoe Classic; SK Optics; Surf N Skate; The Original Katong (Spoon) Laksa; The Sunglass Shop; Transworld Sports; Telic; Talents Printing; Tomorrow’s Optics; Ultra Supplies; Under Armour; United Uniforms Manufacturers Pte Ltd; Vision Manpower Pte Ltd;  VJ Tees & Services; Western Vision; Weston Corporation; Wangshifu La Mian Xiao Long Bao;  Why Not Concepts Pte Ltd; Wei Mun Enterprises;  Wilson Tailor; Yee Jin Tailor;  Yak Mee Trading Co; Your Barber Shop; 0 – 9; 2S Print Hub; 96@SIN Embroidery Printing; 98 Designs Embroidery Services; 328 Katong Laksa,https://www.queenswayshoppingcentre.com.sg/by-alphabet/,1976,66320,https://www.commercialguru.com.sg/find-commercial-properties/property-for-rent/at-queens-way-shopping-centre-20035,,,https://en.wikipedia.org//wiki/Queensway_Shopping_Centre
Raffles City Singapore,1.2936,103.8531,5,https://www.capitaland.com/sg/malls/rafflescity/en/stores.html,239,0.3333333333,,https://singmalls.app/en/malls/raffles-city/directory,1986,426830,https://cct-trust.listedcompany.com/misc/CCT-RCS-2Q2020-results-information_11Aug2020.pdf,CapitaLand,,https://en.wikipedia.org//wiki/Raffles_City_Singapore
Rail Mall,1.3581,103.7679,1,https://www.railmall.com.sg/shops-promotions#3,28,28,"Acqua e Farina; BLooiE's Roadhouse; Crave; EAT; Green On Earth; Hitoyoshi Yoshi Yakiniku & Mart; Kings Indian Banana Leaf Restaurant; Nam Kee Pau; New Teck Kee Chicken Rice; Sixteen Ounces Craft Beer Bistro; Springleaf Prata Place; Starbucks Coffee; Subway; Sunny Choice; The Cat Café; The Coffee Bean & Tea Leaf; The Straits Wine Company; Toast Box; Yuba Hut; Jan & Elly; Baby N' Kids Specialist Clinic; Country Haven; Healthcare Medical; Kcuts; LA VIDA, Donna Beauty and Nailz Haus; My Eye Room; The Dental Clinic; Cold Storage",https://www.railmall.com.sg/shops-promotions#3,1947,50000,https://www.theedgemarkets.com/article/sph-reit-acquires-rail-mall-s632m,,,
Resorts World Sentosa,1.2569,103.8202,3,https://www.rwsentosa.com/en/retail,45,,,https://www.sentosa.com.sg/en/things-to-do/shops-and-services/shopping-experiences-rws/,2010,30000,https://www.moodiedavittreport.com/valiram-group-secures-major-luxury-retail-master-contract-for-resorts-world-at-sentosa-140509/,,,
Rivervale Mall,1.3922,103.9045,3,https://www.rivervalemall.com.sg/rivervalemall/page/12/,69,0.3333333333,,https://singmalls.app/en/malls/rivervale-mall/directory,2000,81160,https://content.knightfrank.com/resources/knightfrank.com.sg/singaporeview/singapore-view-jul-to-oct-2016.pdf,,,
Rivervale Plaza,1.3854,103.9018,,,,,,,,,,HDB,,
Rochester Mall,1.3054,103.7884,,,,,,,,,,,,
Roxy Square,1.3043,103.9041,,,51,,,https://www.roxypacific.com.sg/commercial-for-lease.html,2000,36425,https://www.roxypacific.com.sg/commercial-for-lease.html,,,
Scotts Square,1.3058,103.8331,,,,0.3333333333,,https://singmalls.app/en/malls/scotts-square/directory,,,,,,
